Region,Gender,Year,Lowerbound,Upperbound,Mean_Estimate,Country,age_group,CI_WIDTH,Obesity_level,CI_Width,Condition
,Male,2012,4.44053,4.91404,4.67328,WPR,Adult,0.4735100000000001,Low,0.4735100000000001,Obesity
Western Pacific,Female,2019,21.09319,30.10793,25.43096,SLB,Adult,9.01474,Moderate,9.01474,Obesity
Americas,Female,2021,28.92351,47.3232,37.72304,SUR,Adult,18.39969,High,18.39969,Obesity
Africa,Female,2018,25.05971,32.13761,28.57423,MRT,Adult,7.077900000000003,Moderate,7.077900000000003,Obesity
Africa,Both,2022,27.40443,32.77702,30.03376,ZAF,Adult,5.372589999999999,High,5.372589999999999,Obesity
Eastern Mediterranean,Female,2021,25.47188,34.62564,29.90759,MAR,Adult,9.153759999999998,Moderate,9.153759999999998,Obesity
Europe,Both,2017,16.23005,20.99175,18.4957,NOR,Adult,4.761700000000001,Low,4.761700000000001,Obesity
Eastern Mediterranean,Female,2014,4.99049,19.80549,11.02857,DJI,Adult,14.814999999999998,Low,14.814999999999998,Obesity
Americas,Male,2019,13.53262,20.97955,17.02149,JAM,Adult,7.44693,Low,7.44693,Obesity
Americas,Male,2016,25.42974,38.77195,31.88575,PRI,Adult,13.342209999999998,High,13.342209999999998,Obesity
,Female,2013,10.38093,10.94029,10.656,WB_LMI,Adult,0.5593599999999999,Low,0.5593599999999999,Obesity
Europe,Male,2013,9.5493,15.60089,12.4185,TJK,Adult,6.051589999999999,Low,6.051589999999999,Obesity
Western Pacific,Female,2016,47.27683,56.6947,52.06769,KIR,Adult,9.41787,High,9.41787,Obesity
,Female,2014,10.81072,11.38636,11.09509,WB_LMI,Adult,0.5756399999999999,Low,0.5756399999999999,Obesity
South-East Asia,Both,2022,1.57982,3.09178,2.24756,TLS,Adult,1.51196,Low,1.51196,Obesity
Eastern Mediterranean,Female,2013,36.52151,39.58988,38.08319,JOR,Adult,3.0683700000000016,High,3.0683700000000016,Obesity
Africa,Female,2013,8.79392,11.76277,10.2512,CIV,Adult,2.9688499999999998,Low,2.9688499999999998,Obesity
Americas,Female,2019,28.4698,38.77657,33.69562,TTO,Adult,10.30677,High,10.30677,Obesity
Eastern Mediterranean,Both,2015,9.88703,12.84428,11.33869,SDN,Adult,2.95725,Low,2.95725,Obesity
Europe,Male,2015,15.43452,22.82784,18.98846,UKR,Adult,7.393319999999999,Low,7.393319999999999,Obesity
Africa,Both,2012,2.83314,3.71493,3.25233,BFA,Adult,0.8817899999999996,Low,0.8817899999999996,Obesity
Europe,Female,2014,26.93031,34.61892,30.74511,UKR,Adult,7.688610000000004,High,7.688610000000004,Obesity
Europe,Both,2012,19.35833,23.08261,21.20161,Armenia,Adult,3.7242800000000003,Low,3.7242800000000003,Obesity
Europe,Male,2020,10.18878,13.43124,11.78387,FRA,Adult,3.2424600000000012,Low,3.2424600000000012,Obesity
Africa,Female,2013,6.71915,8.83077,7.7309,MLI,Adult,2.1116199999999994,Low,2.1116199999999994,Obesity
Africa,Both,2016,7.23047,9.34426,8.26018,TZA,Adult,2.11379,Low,2.11379,Obesity
Americas,Both,2021,25.00125,27.33363,26.14957,PER,Adult,2.3323800000000006,Moderate,2.3323800000000006,Obesity
Americas,Both,2016,21.37737,25.97301,23.62882,GUY,Adult,4.5956399999999995,Low,4.5956399999999995,Obesity
Africa,Female,2021,27.55514,35.94274,31.6773,MRT,Adult,8.387599999999999,High,8.387599999999999,Obesity
Eastern Mediterranean,Male,2016,16.62776,29.19228,22.60917,SYR,Adult,12.564520000000002,Low,12.564520000000002,Obesity
Africa,Male,2013,1.05716,1.9632,1.47396,MWI,Adult,0.90604,Low,0.90604,Obesity
Europe,Male,2012,20.94326,26.62666,23.73128,SVK,Adult,5.6834000000000024,Low,5.6834000000000024,Obesity
Africa,Both,2014,12.22391,15.44615,13.79013,BWA,Adult,3.2222399999999993,Low,3.2222399999999993,Obesity
Americas,Male,2013,10.13995,29.80924,19.01788,ATG,Adult,19.669289999999997,Low,19.669289999999997,Obesity
Americas,Female,2016,22.49532,26.93154,24.65568,VEN,Adult,4.436219999999999,Low,4.436219999999999,Obesity
Eastern Mediterranean,Both,2012,33.92977,36.35804,35.12956,EGY,Adult,2.428270000000005,High,2.428270000000005,Obesity
Europe,Male,2022,14.34488,32.5382,22.67072,AND,Adult,18.193320000000003,Low,18.193320000000003,Obesity
Europe,Both,2022,31.4321,37.18412,34.25613,TUR,Adult,5.752020000000002,High,5.752020000000002,Obesity
South-East Asia,Female,2019,5.68278,7.8032,6.69274,NPL,Adult,2.12042,Low,2.12042,Obesity
Europe,Male,2015,11.40339,15.55322,13.38356,TKM,Adult,4.14983,Low,4.14983,Obesity
Western Pacific,Female,2014,40.77849,51.82191,46.25543,PYF,Adult,11.043420000000005,High,11.043420000000005,Obesity
Europe,Both,2017,14.9231,23.9721,19.26513,AND,Adult,9.049000000000001,Low,9.049000000000001,Obesity
Eastern Mediterranean,Both,2016,29.16194,36.85535,32.93924,LBY,Adult,7.69341,High,7.69341,Obesity
Africa,Both,2014,3.21975,4.17235,3.67517,BFA,Adult,0.9525999999999999,Low,0.9525999999999999,Obesity
Africa,Male,2016,4.97254,12.2181,8.15629,GAB,Adult,7.245559999999999,Low,7.245559999999999,Obesity
Europe,Female,2013,26.36547,31.05648,28.6691,AZE,Adult,4.691010000000002,Moderate,4.691010000000002,Obesity
Eastern Mediterranean,Both,2021,36.51354,49.29267,42.89238,QAT,Adult,12.779130000000002,High,12.779130000000002,Obesity
Western Pacific,Both,2020,40.90953,49.86169,45.3909,KIR,Adult,8.952160000000006,High,8.952160000000006,Obesity
Europe,Female,2018,18.23838,23.29788,20.69624,TKM,Adult,5.0595,Low,5.0595,Obesity
Europe,Male,2012,19.20742,23.30724,21.26097,ISR,Adult,4.099820000000001,Low,4.099820000000001,Obesity
Europe,Both,2016,11.46521,13.11562,12.26927,FRA,Adult,1.650409999999999,Low,1.650409999999999,Obesity
Africa,Both,2015,3.50831,5.00243,4.22397,COD,Adult,1.4941200000000006,Low,1.4941200000000006,Obesity
,Both,2022,11.32549,12.32336,11.81378,WB_LMI,Adult,0.9978699999999989,Low,0.9978699999999989,Obesity
Europe,Female,2017,21.59765,26.05832,23.74551,FIN,Adult,4.460669999999997,Low,4.460669999999997,Obesity
Americas,Female,2014,25.81609,30.50481,28.10721,DOM,Adult,4.68872,Moderate,4.68872,Obesity
Europe,Both,2019,29.8195,37.93595,33.85903,MLT,Adult,8.116449999999997,High,8.116449999999997,Obesity
Africa,Female,2014,4.40465,11.92077,7.65934,SSD,Adult,7.516119999999999,Low,7.516119999999999,Obesity
Americas,Both,2013,21.97527,29.94004,25.8217,NIC,Adult,7.9647700000000015,Moderate,7.9647700000000015,Obesity
Americas,Male,2019,17.19884,26.72793,21.8565,TTO,Adult,9.52909,Low,9.52909,Obesity
Africa,Female,2019,10.35136,14.22374,12.20412,BEN,Adult,3.8723799999999997,Low,3.8723799999999997,Obesity
Europe,Male,2017,12.58672,26.46506,19.16913,MNE,Adult,13.878340000000001,Low,13.878340000000001,Obesity
Western Pacific,Both,2015,24.07066,28.933,26.4571,BRN,Adult,4.86234,Moderate,4.86234,Obesity
Europe,Female,2020,18.77691,24.92037,21.76153,TKM,Adult,6.1434599999999975,Low,6.1434599999999975,Obesity
Western Pacific,Male,2022,4.91209,7.80746,6.27227,JPN,Adult,2.8953699999999998,Low,2.8953699999999998,Obesity
Americas,Female,2017,43.27568,51.6395,47.53274,BLZ,Adult,8.363819999999997,High,8.363819999999997,Obesity
Eastern Mediterranean,Male,2017,19.73291,26.37652,22.98475,OMN,Adult,6.643609999999999,Low,6.643609999999999,Obesity
Europe,Female,2012,19.62556,25.18379,22.38054,ALB,Adult,5.558229999999998,Low,5.558229999999998,Obesity
Eastern Mediterranean,Both,2013,27.7951,34.1817,30.96085,LBY,Adult,6.386599999999998,High,6.386599999999998,Obesity
Americas,Female,2013,36.33645,42.05961,39.13643,JAM,Adult,5.72316,High,5.72316,Obesity
Europe,Male,2014,10.5087,14.99528,12.65025,AZE,Adult,4.48658,Low,4.48658,Obesity
Africa,Female,2015,4.7073,12.57709,8.11306,SSD,Adult,7.86979,Low,7.86979,Obesity
Americas,Both,2022,35.40862,43.59985,39.52288,CHL,Adult,8.191230000000004,High,8.191230000000004,Obesity
Europe,Male,2012,9.51053,13.53597,11.43932,KAZ,Adult,4.0254400000000015,Low,4.0254400000000015,Obesity
Europe,Male,2016,25.41414,27.51528,26.4429,GBR,Adult,2.101140000000001,Moderate,2.101140000000001,Obesity
Western Pacific,Male,2017,17.45022,27.32599,22.26053,FJI,Adult,9.87577,Low,9.87577,Obesity
Western Pacific,Male,2012,54.30164,63.29865,58.85316,COK,Adult,8.997010000000003,High,8.997010000000003,Obesity
Europe,Female,2016,18.52511,23.79746,21.05343,BEL,Adult,5.272349999999999,Low,5.272349999999999,Obesity
Africa,Female,2013,4.14243,11.33605,7.23586,SSD,Adult,7.19362,Low,7.19362,Obesity
Europe,Male,2015,19.34001,23.11713,21.21433,FIN,Adult,3.77712,Low,3.77712,Obesity
Americas,Male,2014,18.80508,23.26937,20.99538,CRI,Adult,4.464289999999998,Low,4.464289999999998,Obesity
,Male,2017,3.93518,5.04789,4.43972,WB_LI,Adult,1.1127099999999999,Low,1.1127099999999999,Obesity
Europe,Male,2021,18.63611,25.10886,21.81753,BLR,Adult,6.472750000000001,Low,6.472750000000001,Obesity
Eastern Mediterranean,Both,2017,28.65489,38.94304,33.70923,BHR,Adult,10.288150000000002,High,10.288150000000002,Obesity
Europe,Both,2017,12.78235,15.1846,13.93698,DNK,Adult,2.4022500000000004,Low,2.4022500000000004,Obesity
Western Pacific,Male,2018,54.13252,68.57051,61.69395,NIU,Adult,14.43799,High,14.43799,Obesity
Europe,Both,2014,22.87713,26.37959,24.61122,EST,Adult,3.5024599999999992,Low,3.5024599999999992,Obesity
,Both,2021,7.61261,8.80232,8.18547,WB_LI,Adult,1.1897099999999998,Low,1.1897099999999998,Obesity
Americas,Both,2021,21.5836,27.5037,24.40594,GTM,Adult,5.920099999999998,Low,5.920099999999998,Obesity
Americas,Female,2022,33.19649,41.0988,37.17276,ARG,Adult,7.90231,High,7.90231,Obesity
Africa,Female,2014,7.57343,9.91479,8.69581,SLE,Adult,2.34136,Low,2.34136,Obesity
Eastern Mediterranean,Both,2017,17.01518,21.1752,19.05632,MAR,Adult,4.160019999999999,Low,4.160019999999999,Obesity
,Both,2015,29.14288,30.12235,29.6402,AMR,Adult,0.9794699999999992,Moderate,0.9794699999999992,Obesity
Americas,Female,2019,37.31814,51.77548,44.4817,PRI,Adult,14.457340000000002,High,14.457340000000002,Obesity
Americas,Both,2017,30.98326,38.92422,34.82745,BRB,Adult,7.940959999999997,High,7.940959999999997,Obesity
Europe,Male,2022,23.56869,31.55358,27.5484,SVN,Adult,7.98489,Moderate,7.98489,Obesity
Western Pacific,Both,2018,5.12598,5.80611,5.46886,KOR,Adult,0.6801300000000001,Low,0.6801300000000001,Obesity
South-East Asia,Both,2020,12.01584,15.15354,13.53404,THA,Adult,3.137699999999999,Low,3.137699999999999,Obesity
Europe,Both,2021,9.92214,12.41661,11.13644,FRA,Adult,2.4944699999999997,Low,2.4944699999999997,Obesity
Europe,Male,2018,19.74582,28.19955,23.89726,EST,Adult,8.45373,Low,8.45373,Obesity
Western Pacific,Male,2013,7.58681,10.11552,8.79534,SGP,Adult,2.5287100000000002,Low,2.5287100000000002,Obesity
Americas,Male,2012,9.81329,29.05113,18.52144,ATG,Adult,19.23784,Low,19.23784,Obesity
Europe,Male,2018,19.46403,25.41255,22.39997,ESP,Adult,5.9485199999999985,Low,5.9485199999999985,Obesity
Europe,Female,2014,23.86911,28.74354,26.24188,EST,Adult,4.87443,Moderate,4.87443,Obesity
South-East Asia,Both,2014,4.88672,6.26773,5.55106,MMR,Adult,1.3810099999999998,Low,1.3810099999999998,Obesity
Europe,Male,2013,13.07531,17.2355,15.07099,NLD,Adult,4.160189999999998,Low,4.160189999999998,Obesity
Europe,Male,2021,19.28127,26.13661,22.6467,MDA,Adult,6.855340000000002,Low,6.855340000000002,Obesity
,Both,2021,15.22194,15.90444,15.56613,GLOBAL,Adult,0.6824999999999992,Low,0.6824999999999992,Obesity
Europe,Both,2012,13.98833,17.14884,15.5483,AUT,Adult,3.1605100000000004,Low,3.1605100000000004,Obesity
Europe,Female,2019,19.37238,24.40661,21.85636,ITA,Adult,5.034230000000001,Low,5.034230000000001,Obesity
Eastern Mediterranean,Both,2019,27.2032,33.83551,30.43723,ARE,Adult,6.63231,High,6.63231,Obesity
Americas,Male,2019,19.90438,32.74836,26.19275,PRY,Adult,12.843979999999998,Moderate,12.843979999999998,Obesity
,Male,2017,24.45725,25.78255,25.11245,WB_HI,Adult,1.3253000000000021,Moderate,1.3253000000000021,Obesity
Europe,Both,2017,20.50106,34.49558,27.09101,MKD,Adult,13.994519999999998,Moderate,13.994519999999998,Obesity
Western Pacific,Both,2020,14.5896,24.57239,19.24587,PNG,Adult,9.982789999999998,Low,9.982789999999998,Obesity
Europe,Female,2016,15.08828,21.46571,18.15334,LUX,Adult,6.377430000000002,Low,6.377430000000002,Obesity
Africa,Both,2018,11.85929,14.19069,12.99145,LBR,Adult,2.3314000000000004,Low,2.3314000000000004,Obesity
,Both,2012,11.90936,12.15516,12.03156,GLOBAL,Adult,0.2458000000000009,Low,0.2458000000000009,Obesity
South-East Asia,Both,2015,3.60825,4.38209,3.98097,NPL,Adult,0.7738399999999999,Low,0.7738399999999999,Obesity
Europe,Both,2012,20.97826,23.92328,22.44479,ISR,Adult,2.9450199999999995,Low,2.9450199999999995,Obesity
Europe,Female,2012,24.08263,30.3355,27.09768,Greenland,Adult,6.252869999999998,Moderate,6.252869999999998,Obesity
Western Pacific,Male,2016,13.23959,16.54277,14.84463,MYS,Adult,3.303180000000001,Low,3.303180000000001,Obesity
Americas,Male,2019,11.77049,23.04773,16.93182,GRD,Adult,11.27724,Low,11.27724,Obesity
Eastern Mediterranean,Male,2018,15.19853,17.97262,16.554,"Iran, Islamic Republic of",Adult,2.7740899999999993,Low,2.7740899999999993,Obesity
Americas,Female,2019,24.52726,29.91452,27.23987,COL,Adult,5.387260000000001,Moderate,5.387260000000001,Obesity
South-East Asia,Both,2013,3.69043,11.89312,7.14264,PRK,Adult,8.20269,Low,8.20269,Obesity
Western Pacific,Male,2018,41.47582,53.26237,47.28783,WSM,Adult,11.786549999999998,High,11.786549999999998,Obesity
Europe,Female,2018,15.22221,30.32734,22.23321,CYP,Adult,15.105129999999999,Low,15.105129999999999,Obesity
Africa,Male,2018,5.71621,9.17833,7.35975,STP,Adult,3.4621200000000005,Low,3.4621200000000005,Obesity
Europe,Male,2022,20.65761,39.66864,29.9473,LTU,Adult,19.011030000000005,Moderate,19.011030000000005,Obesity
Europe,Both,2022,15.02183,27.5029,21.05212,MNE,Adult,12.48107,Low,12.48107,Obesity
Europe,Both,2016,14.92244,23.53882,19.05822,AND,Adult,8.616380000000001,Low,8.616380000000001,Obesity
Africa,Female,2018,20.37032,31.92573,25.98978,GNQ,Adult,11.555410000000002,Moderate,11.555410000000002,Obesity
Europe,Male,2018,21.39746,26.44046,23.89208,SVN,Adult,5.043000000000003,Low,5.043000000000003,Obesity
Western Pacific,Both,2021,5.80789,7.0094,6.39314,KOR,Adult,1.2015099999999999,Low,1.2015099999999999,Obesity
Africa,Both,2019,15.30735,20.99491,17.91805,GAB,Adult,5.687560000000001,Low,5.687560000000001,Obesity
Africa,Female,2020,11.16633,15.56842,13.27509,CIV,Adult,4.402089999999999,Low,4.402089999999999,Obesity
Americas,Both,2019,37.62085,51.28338,44.34437,KNA,Adult,13.662530000000004,High,13.662530000000004,Obesity
,Both,2013,20.4149,21.31876,20.86596,EMR,Adult,0.9038600000000017,Low,0.9038600000000017,Obesity
Western Pacific,Male,2017,34.64665,43.68719,39.09648,PLW,Adult,9.04054,High,9.04054,Obesity
,Male,2014,16.02075,17.36161,16.6932,EMR,Adult,1.3408599999999993,Low,1.3408599999999993,Obesity
Africa,Both,2018,2.15668,5.93181,3.55096,BDI,Adult,3.7751299999999994,Low,3.7751299999999994,Obesity
Europe,Male,2019,15.09527,25.13364,19.84302,KGZ,Adult,10.03837,Low,10.03837,Obesity
Western Pacific,Female,2017,31.56352,34.45833,32.98489,NZL,Adult,2.894809999999996,High,2.894809999999996,Obesity
Europe,Male,2021,21.51676,32.93475,27.06886,SRB,Adult,11.41799,Moderate,11.41799,Obesity
Europe,Male,2018,21.21389,27.10599,24.0795,BGR,Adult,5.892099999999999,Low,5.892099999999999,Obesity
Europe,Both,2015,14.92541,17.82484,16.34312,TKM,Adult,2.899429999999999,Low,2.899429999999999,Obesity
Africa,Male,2012,1.45765,2.8643,2.08675,ZMB,Adult,1.4066500000000002,Low,1.4066500000000002,Obesity
Africa,Female,2013,20.84528,27.19193,23.98126,MRT,Adult,6.34665,Low,6.34665,Obesity
Eastern Mediterranean,Male,2020,31.45254,43.39665,37.3051,SAU,Adult,11.944110000000002,High,11.944110000000002,Obesity
Americas,Female,2016,37.55441,44.67526,41.12731,LCA,Adult,7.120850000000004,High,7.120850000000004,Obesity
Western Pacific,Both,2012,3.48708,5.25982,4.31786,LAO,Adult,1.7727400000000002,Low,1.7727400000000002,Obesity
Africa,Male,2014,9.66036,13.75921,11.63689,DZA,Adult,4.098849999999999,Low,4.098849999999999,Obesity
Europe,Female,2016,17.49813,21.94931,19.64795,TKM,Adult,4.451180000000001,Low,4.451180000000001,Obesity
South-East Asia,Male,2021,0.86436,2.34082,1.48476,TLS,Adult,1.4764599999999999,Low,1.4764599999999999,Obesity
,Male,2015,5.33382,5.98028,5.64612,WPR,Adult,0.6464599999999994,Low,0.6464599999999994,Obesity
Europe,Both,2013,20.00623,23.20975,21.59603,SRB,Adult,3.203520000000001,Low,3.203520000000001,Obesity
Western Pacific,Both,2022,21.23772,26.8618,23.98801,MNG,Adult,5.624079999999999,Low,5.624079999999999,Obesity
Western Pacific,Female,2021,4.3876,6.23941,5.27182,KHM,Adult,1.8518100000000004,Low,1.8518100000000004,Obesity
Africa,Male,2016,0.92002,2.55713,1.59215,ERI,Adult,1.6371099999999998,Low,1.6371099999999998,Obesity
Americas,Male,2021,10.80396,25.0238,17.37884,DMA,Adult,14.219840000000001,Low,14.219840000000001,Obesity
Eastern Mediterranean,Both,2019,25.17593,36.44821,30.71288,SYR,Adult,11.272280000000002,High,11.272280000000002,Obesity
Eastern Mediterranean,Female,2020,12.66469,26.28049,18.84743,SOM,Adult,13.6158,Low,13.6158,Obesity
South-East Asia,Female,2016,6.6084,9.20455,7.85793,MMR,Adult,2.5961499999999997,Low,2.5961499999999997,Obesity
Africa,Male,2019,2.77964,6.23973,4.28681,MOZ,Adult,3.4600899999999997,Low,3.4600899999999997,Obesity
Americas,Female,2018,28.1639,35.03399,31.57885,DOM,Adult,6.870090000000001,High,6.870090000000001,Obesity
Europe,Both,2013,21.8049,27.05497,24.40096,BLR,Adult,5.250070000000001,Low,5.250070000000001,Obesity
Western Pacific,Male,2018,9.20043,19.93058,13.96475,PNG,Adult,10.730149999999998,Low,10.730149999999998,Obesity
Africa,Female,2017,31.53784,40.04724,35.75159,SWZ,Adult,8.509400000000003,High,8.509400000000003,Obesity
Africa,Male,2022,2.39711,13.87644,6.6348,GNB,Adult,11.479330000000001,Low,11.479330000000001,Obesity
Americas,Male,2013,17.68456,25.6839,21.62917,BRB,Adult,7.99934,Low,7.99934,Obesity
South-East Asia,Both,2022,9.75191,13.42211,11.50446,IDN,Adult,3.6701999999999995,Low,3.6701999999999995,Obesity
Africa,Both,2017,7.13504,9.0433,8.04478,TGO,Adult,1.9082600000000003,Low,1.9082600000000003,Obesity
Europe,Female,2014,20.96877,26.72777,23.80652,ALB,Adult,5.759,Low,5.759,Obesity
Europe,Female,2016,27.29195,32.61684,29.88875,RUS,Adult,5.3248900000000035,Moderate,5.3248900000000035,Obesity
Europe,Male,2016,14.83986,27.63511,20.86324,AND,Adult,12.795250000000001,Low,12.795250000000001,Obesity
Africa,Male,2019,2.12777,3.78729,2.89766,BFA,Adult,1.65952,Low,1.65952,Obesity
Africa,Male,2013,1.75003,3.35501,2.47478,NER,Adult,1.60498,Low,1.60498,Obesity
Americas,Female,2015,23.85813,33.04374,28.33839,PRY,Adult,9.18561,Moderate,9.18561,Obesity
Eastern Mediterranean,Both,2017,7.60081,11.21699,9.26658,YEM,Adult,3.616179999999999,Low,3.616179999999999,Obesity
Europe,Both,2018,18.68001,21.90219,20.25425,SVN,Adult,3.2221800000000016,Low,3.2221800000000016,Obesity
Western Pacific,Male,2012,11.81373,14.27493,12.99961,MYS,Adult,2.4612,Low,2.4612,Obesity
Eastern Mediterranean,Both,2022,12.78226,18.395,15.49623,SDN,Adult,5.612739999999999,Low,5.612739999999999,Obesity
Africa,Male,2014,13.55962,20.46682,16.8982,SYC,Adult,6.907199999999998,Low,6.907199999999998,Obesity
Europe,Both,2012,24.68204,28.03588,26.35835,IRL,Adult,3.353839999999998,Moderate,3.353839999999998,Obesity
Eastern Mediterranean,Female,2022,17.85303,26.12403,21.79081,AFG,Adult,8.271,Low,8.271,Obesity
Europe,Male,2012,23.27859,28.35877,25.75135,HRV,Adult,5.080179999999999,Moderate,5.080179999999999,Obesity
Africa,Both,2015,5.46979,10.25558,7.50334,GNB,Adult,4.78579,Low,4.78579,Obesity
Europe,Male,2022,16.32927,26.33629,21.05318,NOR,Adult,10.00702,Low,10.00702,Obesity
South-East Asia,Female,2019,6.86575,10.67572,8.67824,MMR,Adult,3.80997,Low,3.80997,Obesity
Americas,Both,2012,21.41805,29.01869,25.11152,NIC,Adult,7.6006399999999985,Moderate,7.6006399999999985,Obesity
Western Pacific,Female,2019,26.93429,32.37511,29.56467,AUS,Adult,5.440819999999999,Moderate,5.440819999999999,Obesity
Western Pacific,Both,2014,38.47044,43.847,41.15132,PLW,Adult,5.376559999999998,High,5.376559999999998,Obesity
Americas,Female,2019,36.08897,43.54826,39.80788,PAN,Adult,7.459289999999996,High,7.459289999999996,Obesity
Americas,Both,2014,25.37185,30.24538,27.7411,URY,Adult,4.873530000000002,Moderate,4.873530000000002,Obesity
Europe,Male,2022,14.94781,24.34394,19.4576,AZE,Adult,9.39613,Low,9.39613,Obesity
Europe,Both,2016,14.70514,18.4285,16.50588,TJK,Adult,3.7233599999999996,Low,3.7233599999999996,Obesity
Europe,Both,2021,33.90456,42.10922,38.04773,GEO,Adult,8.204660000000004,High,8.204660000000004,Obesity
Africa,Both,2018,26.8841,30.05449,28.43469,ZAF,Adult,3.170390000000001,Moderate,3.170390000000001,Obesity
